id;texto;termo;classe
3.6.4.5.3.1;Somente  é  aceita  Fiança  Bancária  apresentada  em  papel  timbrado  da  instituição  financeira  emissora  e que possua todas os requisitos a seguir: a)  Registro  no  Cartório  de  Títulos  e  Documentos,  conforme  exigido  no  art.129  da  Lei  6.015/73  (Lei  de  Registros Públicos),  caso  o  registro  seja  feito  pela  via  eletrônica,  deve -se  verificar  a  autenticidade  do  documento  pela chave de acesso apresentada. b)  Cláusula estabelecendo prazo de validade, que deve corresponder ao período de vigência do contrato, acrescido de mais 30 dias, ou de 90 dias, no caso de prestação de serviço com mão de obra dedicada. c)  Expressa afirmação do fiador de que, como  devedor  solidário,  fará  o  pagamento  à  CAIXA,  independentemente de interpelação judicial, caso o afiançado não cumpra suas obrigações. d)  Cláusula de renúncia expressa do fiador ao benefício de ordem e aos direitos previstos nos artigos 827, 835 e;deve;processo
3.6.4.5.3.1;Somente  é  aceita  Fiança  Bancária  apresentada  em  papel  timbrado  da  instituição  financeira  emissora  e que possua todas os requisitos a seguir: a)  Registro  no  Cartório  de  Títulos  e  Documentos,  conforme  exigido  no  art.129  da  Lei  6.015/73  (Lei  de  Registros Públicos),  caso  o  registro  seja  feito  pela  via  eletrônica,  deve -se  verificar  a  autenticidade  do  documento  pela chave de acesso apresentada. b)  Cláusula estabelecendo prazo de validade, que deve corresponder ao período de vigência do contrato, acrescido de mais 30 dias, ou de 90 dias, no caso de prestação de serviço com mão de obra dedicada. c)  Expressa afirmação do fiador de que, como  devedor  solidário,  fará  o  pagamento  à  CAIXA,  independentemente de interpelação judicial, caso o afiançado não cumpra suas obrigações. d)  Cláusula de renúncia expressa do fiador ao benefício de ordem e aos direitos previstos nos artigos 827, 835 e;lei;legislacao
838;da Lei nº 10.406/2002 – Novo Código Civil. e)  Cláusula  que  assegure  a  atualização  do  valor  afiançado,  de  acordo  com  a  atualização  do  valor  contratual, previsto no Edital, independente de notificação à Instituição emitente. f)  Cláusula  com  a  eleição  de  foro  da  Justiça  Federal,  para  dirimir  questões  entre  fiadora  e  credora  referentes  à fiança bancária. g)  Declaração da instituição financeira de que a carta fiança é concedida em conformidade com o disposto no art.;declaracao;documento
838;da Lei nº 10.406/2002 – Novo Código Civil. e)  Cláusula  que  assegure  a  atualização  do  valor  afiançado,  de  acordo  com  a  atualização  do  valor  contratual, previsto no Edital, independente de notificação à Instituição emitente. f)  Cláusula  com  a  eleição  de  foro  da  Justiça  Federal,  para  dirimir  questões  entre  fiadora  e  credora  referentes  à fiança bancária. g)  Declaração da instituição financeira de que a carta fiança é concedida em conformidade com o disposto no art.;lei;legislacao
838;da Lei nº 10.406/2002 – Novo Código Civil. e)  Cláusula  que  assegure  a  atualização  do  valor  afiançado,  de  acordo  com  a  atualização  do  valor  contratual, previsto no Edital, independente de notificação à Instituição emitente. f)  Cláusula  com  a  eleição  de  foro  da  Justiça  Federal,  para  dirimir  questões  entre  fiadora  e  credora  referentes  à fiança bancária. g)  Declaração da instituição financeira de que a carta fiança é concedida em conformidade com o disposto no art.;ano;data
34;da Lei nº 4.595, de 31 de dezembro de 1964, nos termos do art. 2º da Resolução CMN nº 2.325, de 1996, do Conselho Monetário Nacional. h)  O subscritor da carta de fiança bancária deve comprovar poderes para atendimento às exigências contidas nas alíneas “c”, “d”, “f” e “g” acima.;termo;documento
34;da Lei nº 4.595, de 31 de dezembro de 1964, nos termos do art. 2º da Resolução CMN nº 2.325, de 1996, do Conselho Monetário Nacional. h)  O subscritor da carta de fiança bancária deve comprovar poderes para atendimento às exigências contidas nas alíneas “c”, “d”, “f” e “g” acima.;deve;processo
34;da Lei nº 4.595, de 31 de dezembro de 1964, nos termos do art. 2º da Resolução CMN nº 2.325, de 1996, do Conselho Monetário Nacional. h)  O subscritor da carta de fiança bancária deve comprovar poderes para atendimento às exigências contidas nas alíneas “c”, “d”, “f” e “g” acima.;conselho;entidade_coletiva
34;da Lei nº 4.595, de 31 de dezembro de 1964, nos termos do art. 2º da Resolução CMN nº 2.325, de 1996, do Conselho Monetário Nacional. h)  O subscritor da carta de fiança bancária deve comprovar poderes para atendimento às exigências contidas nas alíneas “c”, “d”, “f” e “g” acima.;lei;legislacao
34;da Lei nº 4.595, de 31 de dezembro de 1964, nos termos do art. 2º da Resolução CMN nº 2.325, de 1996, do Conselho Monetário Nacional. h)  O subscritor da carta de fiança bancária deve comprovar poderes para atendimento às exigências contidas nas alíneas “c”, “d”, “f” e “g” acima.;resolucao;legislacao
34;da Lei nº 4.595, de 31 de dezembro de 1964, nos termos do art. 2º da Resolução CMN nº 2.325, de 1996, do Conselho Monetário Nacional. h)  O subscritor da carta de fiança bancária deve comprovar poderes para atendimento às exigências contidas nas alíneas “c”, “d”, “f” e “g” acima.;ano;data
3.6.4.7.1;A vigência da garantia deve atender os requisitos do contrato, independentemente do prazo de sua entrega.;deve;processo
3.6.4.7.2;Se  for  estipulada  a  apresentação  da  garantia  para  a  assinatura  do  contrato,  a  não  apresentação  do  seu comprovante configura a recusa em assinar o contrato, caracterizando descumprimento total da obrigação assumida, sujeitando a licitante às sanções administrativas cabíveis, previstas no ato convocatório.;comprovante;documento
3.6.5.2;"A publicação do extrato do contrato deve conter as seguintes informações: ▪ número do contrato; ▪ número do Processo; ▪ objeto;";processo administrativo;documento
3.6.5.2;"A publicação do extrato do contrato deve conter as seguintes informações: ▪ número do contrato; ▪ número do Processo; ▪ objeto;";deve;processo
3.6.5.2.1;A  publicação  de  extrato  do  contrato  também  deve  ser  providenciada  nas  contratações  relativas  aos permissionários lotéricos e Credenciamento, nesse caso, independentemente de existir ou não informação do valor da contratação.;deve;processo
3.6.5.3;"A publicação da Ata de RP deve conter as seguintes informações: ▪ número da Ata de RP; ▪ número do Processo; ▪ objeto; ▪ nome das partes: ▪ identificação da empresa detentora do preço registrado (nome e CNPJ/CPF); ▪ indicação da contratante, CAIXA ou pertencente ao Conglomerado CAIXA (nome e CNPJ); ▪ empresa(s) registrada(s) em caráter reserva; ▪ valor; ▪ identificação do procedimento licitatório (modalidade e nº da licitação); ▪ Prazo de vigência; e ▪ Data de assinatura.";processo administrativo;documento
3.6.5.3;"A publicação da Ata de RP deve conter as seguintes informações: ▪ número da Ata de RP; ▪ número do Processo; ▪ objeto; ▪ nome das partes: ▪ identificação da empresa detentora do preço registrado (nome e CNPJ/CPF); ▪ indicação da contratante, CAIXA ou pertencente ao Conglomerado CAIXA (nome e CNPJ); ▪ empresa(s) registrada(s) em caráter reserva; ▪ valor; ▪ identificação do procedimento licitatório (modalidade e nº da licitação); ▪ Prazo de vigência; e ▪ Data de assinatura.";deve;processo
3.6.5.5;A  GECOT/CECOT,  relativo  ao  procedimento  de  publicação  dos  extratos  de  contrato,  deve  envidar  esforços para buscar a maior economia possível para a CAIXA. 3.6.6 DADOS ORÇAMENTÁRIOS;deve;processo
3.6.6.1;A indicação de previsão de recursos orçamentários que assegurem o pagamento  das obrigações, conforme [MN, CR110], deve ser realizada no ERP/SAP e disponibilizada no SICLG, no momento da solicitação de contratação.;deve;processo
3.6.6.1;A indicação de previsão de recursos orçamentários que assegurem o pagamento  das obrigações, conforme [MN, CR110], deve ser realizada no ERP/SAP e disponibilizada no SICLG, no momento da solicitação de contratação.;realizar;processo
3.6.6.2;"Não é exigido pré-comprometimento de recursos para: a)  licitação  de  Registro  de  Preços  ou  no  processo  de  Credenciamento,  sendo  necessária  a  comprovação  da existência dos recursos apenas para a emissão dos correspondentes contratos; b)  eventos extraorçamentários, conforme [MN, CR117].";processo administrativo;documento
3.6.6.2;"Não é exigido pré-comprometimento de recursos para: a)  licitação  de  Registro  de  Preços  ou  no  processo  de  Credenciamento,  sendo  necessária  a  comprovação  da existência dos recursos apenas para a emissão dos correspondentes contratos; b)  eventos extraorçamentários, conforme [MN, CR117].";registro;documento
3.6.6.3;"Para a formalização do contrato, a GECOT/CECOT deve solicitar ao gestor demandante: ▪ O(s) códigos(s) do(s) material(is) e respectivo(s) valor(es); ▪ Código  da  Unidade  do  gestor  operacional  responsável  pelo  contrato,  na  hipótese  de  unidade  distinta  da  que demandou a contratação no SICLG. 4 PROCEDIMENTOS 4.1 AUTUAÇÃO DE PROCESSOS";processo administrativo;documento
3.6.6.3;"Para a formalização do contrato, a GECOT/CECOT deve solicitar ao gestor demandante: ▪ O(s) códigos(s) do(s) material(is) e respectivo(s) valor(es); ▪ Código  da  Unidade  do  gestor  operacional  responsável  pelo  contrato,  na  hipótese  de  unidade  distinta  da  que demandou a contratação no SICLG. 4 PROCEDIMENTOS 4.1 AUTUAÇÃO DE PROCESSOS";deve;processo
3.6.6.3;"Para a formalização do contrato, a GECOT/CECOT deve solicitar ao gestor demandante: ▪ O(s) códigos(s) do(s) material(is) e respectivo(s) valor(es); ▪ Código  da  Unidade  do  gestor  operacional  responsável  pelo  contrato,  na  hipótese  de  unidade  distinta  da  que demandou a contratação no SICLG. 4 PROCEDIMENTOS 4.1 AUTUAÇÃO DE PROCESSOS";unidade;entidade_coletiva
3.6.6.3;"Para a formalização do contrato, a GECOT/CECOT deve solicitar ao gestor demandante: ▪ O(s) códigos(s) do(s) material(is) e respectivo(s) valor(es); ▪ Código  da  Unidade  do  gestor  operacional  responsável  pelo  contrato,  na  hipótese  de  unidade  distinta  da  que demandou a contratação no SICLG. 4 PROCEDIMENTOS 4.1 AUTUAÇÃO DE PROCESSOS";responsavel;entidade_coletiva
4.1.1;Compete  à  GECOT  ou  à  CECOT  a  autuação  dos  processos  relativos  às  licitações  e  contratações  de  bens  e serviços e à pré-qualificação.;processo administrativo;documento
4.1.1;Compete  à  GECOT  ou  à  CECOT  a  autuação  dos  processos  relativos  às  licitações  e  contratações  de  bens  e serviços e à pré-qualificação.;compete;processo
4.1.2;"O processo é dividido em dois tipos, em que: ▪ 01 é o processo que contém toda a documentação relativa à fase interna e externa da licitação e da contratação, sob responsabilidade da GECOT ou CECOT, e à fase de gestão formal, sob responsabilidade da CEFOR; ▪ 02 é o processo que contém a documentação relativa à gestão operacional e está sob a responsabilidade do Gestor;";processo administrativo;documento
4.1.3;A numeração do processo é sequencial, sendo gerada de forma centralizada pelo sistema para cada protocolo de demanda já aceita e é composta de quatro algarismos, juntamente com o ano de autuação do processo. ▪ Exemplo: 1234/2024.;processo administrativo;documento
4.1.3;A numeração do processo é sequencial, sendo gerada de forma centralizada pelo sistema para cada protocolo de demanda já aceita e é composta de quatro algarismos, juntamente com o ano de autuação do processo. ▪ Exemplo: 1234/2024.;ano;data
4.1.4;Os  documentos  inseridos  no  SICLG  desde  a  inclusão  da  demanda  e  os  procedimentos  de  contratação  até  a gestão formal do contrato são automaticamente autuados no sistema e formam o processo tipo 01.;processo administrativo;documento
4.1.4.1;A  exclusão  de  documentos  é  feita  mediante  justificativa,  sendo  registrado  no  SICLG  a  data,  horário  e responsável pela exclusão.;responsavel;entidade_coletiva
4.1.4.2;O processo fica disponível para consulta a partir da pesquisa ao número e ano do processo na aba “Processo Digital” do SICLG.;processo administrativo;documento
4.1.5;A  autuação  do  processo  que  contém  documentação  relativa  à  gestão  operacional,  incluindo  a  documentação relativa  ao  processo  de  pagamento,  conforme  [MN,  AD103]  e  [MN,  AD242],  é  de  responsabilidade  do  Gestor Operacional.;processo administrativo;documento
4.1.5.1;Admite-se o uso do SIGOC como substituto ao processo tipo 02 na forma física.;processo administrativo;documento
4.1.6;"Todos os documentos pertinentes às etapas interna e externa da contratação devem ser juntados ao processo em ordem, sendo autuados, dentre outros: ▪ documentação do planejamento e instrução da contratação apresentados pelo gestor operacional, incluindo estudos preliminares, mapa de risco, termo de referência, pesquisas de preço, documento de solicitação da contratação e seus anexos, conforme o caso; ▪ atos  e  decisões  relacionados  à  licitação/contratação,  tais  como  mensagens,  atas,  publicações,  extratos  de contratos, pareceres, autorizações, relatórios, julgamentos, conforme o caso; ▪ documentação  da  fase  externa  da  licitação  incluindo  editais,  propostas,  documentação  das  licitantes,  bem  como questionamentos, impugnações e recursos, quando for o caso; ▪ o  contrato  e  seus  anexos,  atas  de  registro  de  preços,  consultas  de  regularidade  e  verificação  de  impedimentos  e garantias contratuais.";anexo;documento
4.1.6;"Todos os documentos pertinentes às etapas interna e externa da contratação devem ser juntados ao processo em ordem, sendo autuados, dentre outros: ▪ documentação do planejamento e instrução da contratação apresentados pelo gestor operacional, incluindo estudos preliminares, mapa de risco, termo de referência, pesquisas de preço, documento de solicitação da contratação e seus anexos, conforme o caso; ▪ atos  e  decisões  relacionados  à  licitação/contratação,  tais  como  mensagens,  atas,  publicações,  extratos  de contratos, pareceres, autorizações, relatórios, julgamentos, conforme o caso; ▪ documentação  da  fase  externa  da  licitação  incluindo  editais,  propostas,  documentação  das  licitantes,  bem  como questionamentos, impugnações e recursos, quando for o caso; ▪ o  contrato  e  seus  anexos,  atas  de  registro  de  preços,  consultas  de  regularidade  e  verificação  de  impedimentos  e garantias contratuais.";relatorio;documento
4.1.6;"Todos os documentos pertinentes às etapas interna e externa da contratação devem ser juntados ao processo em ordem, sendo autuados, dentre outros: ▪ documentação do planejamento e instrução da contratação apresentados pelo gestor operacional, incluindo estudos preliminares, mapa de risco, termo de referência, pesquisas de preço, documento de solicitação da contratação e seus anexos, conforme o caso; ▪ atos  e  decisões  relacionados  à  licitação/contratação,  tais  como  mensagens,  atas,  publicações,  extratos  de contratos, pareceres, autorizações, relatórios, julgamentos, conforme o caso; ▪ documentação  da  fase  externa  da  licitação  incluindo  editais,  propostas,  documentação  das  licitantes,  bem  como questionamentos, impugnações e recursos, quando for o caso; ▪ o  contrato  e  seus  anexos,  atas  de  registro  de  preços,  consultas  de  regularidade  e  verificação  de  impedimentos  e garantias contratuais.";termo;documento
4.1.6;"Todos os documentos pertinentes às etapas interna e externa da contratação devem ser juntados ao processo em ordem, sendo autuados, dentre outros: ▪ documentação do planejamento e instrução da contratação apresentados pelo gestor operacional, incluindo estudos preliminares, mapa de risco, termo de referência, pesquisas de preço, documento de solicitação da contratação e seus anexos, conforme o caso; ▪ atos  e  decisões  relacionados  à  licitação/contratação,  tais  como  mensagens,  atas,  publicações,  extratos  de contratos, pareceres, autorizações, relatórios, julgamentos, conforme o caso; ▪ documentação  da  fase  externa  da  licitação  incluindo  editais,  propostas,  documentação  das  licitantes,  bem  como questionamentos, impugnações e recursos, quando for o caso; ▪ o  contrato  e  seus  anexos,  atas  de  registro  de  preços,  consultas  de  regularidade  e  verificação  de  impedimentos  e garantias contratuais.";processo administrativo;documento
4.1.6;"Todos os documentos pertinentes às etapas interna e externa da contratação devem ser juntados ao processo em ordem, sendo autuados, dentre outros: ▪ documentação do planejamento e instrução da contratação apresentados pelo gestor operacional, incluindo estudos preliminares, mapa de risco, termo de referência, pesquisas de preço, documento de solicitação da contratação e seus anexos, conforme o caso; ▪ atos  e  decisões  relacionados  à  licitação/contratação,  tais  como  mensagens,  atas,  publicações,  extratos  de contratos, pareceres, autorizações, relatórios, julgamentos, conforme o caso; ▪ documentação  da  fase  externa  da  licitação  incluindo  editais,  propostas,  documentação  das  licitantes,  bem  como questionamentos, impugnações e recursos, quando for o caso; ▪ o  contrato  e  seus  anexos,  atas  de  registro  de  preços,  consultas  de  regularidade  e  verificação  de  impedimentos  e garantias contratuais.";registro;documento
4.1.6;"Todos os documentos pertinentes às etapas interna e externa da contratação devem ser juntados ao processo em ordem, sendo autuados, dentre outros: ▪ documentação do planejamento e instrução da contratação apresentados pelo gestor operacional, incluindo estudos preliminares, mapa de risco, termo de referência, pesquisas de preço, documento de solicitação da contratação e seus anexos, conforme o caso; ▪ atos  e  decisões  relacionados  à  licitação/contratação,  tais  como  mensagens,  atas,  publicações,  extratos  de contratos, pareceres, autorizações, relatórios, julgamentos, conforme o caso; ▪ documentação  da  fase  externa  da  licitação  incluindo  editais,  propostas,  documentação  das  licitantes,  bem  como questionamentos, impugnações e recursos, quando for o caso; ▪ o  contrato  e  seus  anexos,  atas  de  registro  de  preços,  consultas  de  regularidade  e  verificação  de  impedimentos  e garantias contratuais.";deve;processo
4.1.6.1;A documentação mínima que deve compor cada processo de contratação está listada no Anexo I II.;anexo;documento
4.1.6.1;A documentação mínima que deve compor cada processo de contratação está listada no Anexo I II.;processo administrativo;documento
4.1.6.1;A documentação mínima que deve compor cada processo de contratação está listada no Anexo I II.;deve;processo
4.1.6.2.1;Planilhas podem ser inseridas em extensão .xls, .xlsx e similares para auxiliar na análise e tratamento das informações, por exemplo, planilhas com as fórmulas e memórias de cálculo para definição das estimativas e planilhas de composição de custos.;planilha;documento
4.1.7;Os documentos juntados ao processo devem ser apresentados em bom estado, sem rasuras e/ou incorreções, legíveis, com consistência técnica, de forma a garantir a sua validade e autenticidade.;processo administrativo;documento
4.1.7;Os documentos juntados ao processo devem ser apresentados em bom estado, sem rasuras e/ou incorreções, legíveis, com consistência técnica, de forma a garantir a sua validade e autenticidade.;deve;processo
4.1.7.2;O condutor da licitação/processo de contratação poderá exigir para conferência a apresentação do documento em  cópia  autenticada,  ou  publicação  em  órgão  da  imprensa  oficial,  ou  cópia  acompanhada  do  original,  caso  exista dúvida a respeito da autenticidade do documento.;processo administrativo;documento
4.1.7.2;O condutor da licitação/processo de contratação poderá exigir para conferência a apresentação do documento em  cópia  autenticada,  ou  publicação  em  órgão  da  imprensa  oficial,  ou  cópia  acompanhada  do  original,  caso  exista dúvida a respeito da autenticidade do documento.;orgao;entidade_coletiva
4.1.7.3.1;Em  caso  de  dúvidas  quanto  à  autenticidade/autoria  dos  documentos  com  assinatura  física,  o  condutor  da licitação/ processo de contratação também poderá exigir a sua apresentação com firma reconhecida em cartório.;processo administrativo;documento
4.1.7.3.2;A assinatura digital deve ser verificada para garantir a autoria e integridade do documento.;deve;processo
4.1.7.3.3;Para  certificado  digital  no  padrão  ICP  Brasil,  as  verificações  podem  utilizar  os  serviços  do  Verificador SERPRO e Verificador ITI, disponível no site do Instituto Nacional de Tecnologia da Informação.;utiliza;relacionamento
4.1.7.3.4;A verificação de conformidade das assinaturas digitais deve compor o processo administrativo.;processo administrativo;documento
4.1.7.3.4;A verificação de conformidade das assinaturas digitais deve compor o processo administrativo.;deve;processo
4.1.8;Deve  ser  priorizado  o  recebimento  de  documentos  digitais,  e,  caso  necessário,  documentos  na  forma  física devem ser endereçados à CECOT responsável pela licitação ou contratação .;deve;processo
4.1.8;Deve  ser  priorizado  o  recebimento  de  documentos  digitais,  e,  caso  necessário,  documentos  na  forma  física devem ser endereçados à CECOT responsável pela licitação ou contratação .;responsavel;entidade_coletiva
4.1.8.1;No  caso  de  recebimento  de  documentos  na  forma  física,  a  CECOT  os  digitaliza,  assina  digitalmente  com certificação digital no padrão ICP-Brasil, de modo a garantir a autoria da digitalização e a integridade do documento, incluir no SICLG para que componham o processo digital, e descarta o original.;processo administrativo;documento
4.1.8.2;A digitalização dos documentos recebidos em forma física deve seguir os padrões técnicos mínimos previstos no Anexo II.;anexo;documento
4.1.8.2;A digitalização dos documentos recebidos em forma física deve seguir os padrões técnicos mínimos previstos no Anexo II.;deve;processo
4.1.9;Os documentos sigilosos, necessários à instrução do processo, incluídos os anexos, são autuados no processo, observando as regras para o tratamento de informação sigilosa, segundo o  [MN, OR016], devendo selecionar o grau de sigilo correspondente no SICLG.;anexo;documento
4.1.9;Os documentos sigilosos, necessários à instrução do processo, incluídos os anexos, são autuados no processo, observando as regras para o tratamento de informação sigilosa, segundo o  [MN, OR016], devendo selecionar o grau de sigilo correspondente no SICLG.;processo administrativo;documento
4.1.9.1;Os  documentos  inseridos  no  SICLG  com  o  grau  de  sigilo  “PÚBLICO”  serão  disponibilizados  como  parte integrante do respectivo processo de contratação para acesso público no Portal  Transparência CAIXA.;processo administrativo;documento
4.1.9.2;Documentos inseridos com grau de sigilo diferente de “PÚBLICO” integram a lista de documentos do processo, sem  sua  disponibilização  no  Portal  Transparência  CAIXA,  e  ficam  à  disposição  dos  órgãos  de  controle  internos  e externos.;processo administrativo;documento
4.1.9.2;Documentos inseridos com grau de sigilo diferente de “PÚBLICO” integram a lista de documentos do processo, sem  sua  disponibilização  no  Portal  Transparência  CAIXA,  e  ficam  à  disposição  dos  órgãos  de  controle  internos  e externos.;orgao;entidade_coletiva
4.1.10;Compete  à  GECOT/CECOT  disponibilizar  no  SICLG  os  documentos  pertinentes  a  cada  fase,  tais  como instrumentos  contratuais,  proposta,  planilhas  de  custos  e  formação  de  preços,  garantia  contratual,  e  à  CEFOR, aditamentos  e  demais  documentos  previstos  no  [MN,  AD242],  uma  vez  que  esses  documentos  não  devem  constar nos processos de gestão operacional e serão consultados pelo Gestor.;planilha;documento
4.1.10;Compete  à  GECOT/CECOT  disponibilizar  no  SICLG  os  documentos  pertinentes  a  cada  fase,  tais  como instrumentos  contratuais,  proposta,  planilhas  de  custos  e  formação  de  preços,  garantia  contratual,  e  à  CEFOR, aditamentos  e  demais  documentos  previstos  no  [MN,  AD242],  uma  vez  que  esses  documentos  não  devem  constar nos processos de gestão operacional e serão consultados pelo Gestor.;processo administrativo;documento
4.1.10;Compete  à  GECOT/CECOT  disponibilizar  no  SICLG  os  documentos  pertinentes  a  cada  fase,  tais  como instrumentos  contratuais,  proposta,  planilhas  de  custos  e  formação  de  preços,  garantia  contratual,  e  à  CEFOR, aditamentos  e  demais  documentos  previstos  no  [MN,  AD242],  uma  vez  que  esses  documentos  não  devem  constar nos processos de gestão operacional e serão consultados pelo Gestor.;compete;processo
4.1.10;Compete  à  GECOT/CECOT  disponibilizar  no  SICLG  os  documentos  pertinentes  a  cada  fase,  tais  como instrumentos  contratuais,  proposta,  planilhas  de  custos  e  formação  de  preços,  garantia  contratual,  e  à  CEFOR, aditamentos  e  demais  documentos  previstos  no  [MN,  AD242],  uma  vez  que  esses  documentos  não  devem  constar nos processos de gestão operacional e serão consultados pelo Gestor.;deve;processo
4.1.11;O processo digital se inicia em 01/10/2024, e todos os processos que tiverem seus contratos assinados a partir dessa data devem ser autuados de forma digital. 4.2 PLANEJAMENTO DA CONTRATAÇÃO 4.2.1 GESTOR 4.2.1.1 PLANO DE AQUISIÇÕES;processo administrativo;documento
4.1.11;O processo digital se inicia em 01/10/2024, e todos os processos que tiverem seus contratos assinados a partir dessa data devem ser autuados de forma digital. 4.2 PLANEJAMENTO DA CONTRATAÇÃO 4.2.1 GESTOR 4.2.1.1 PLANO DE AQUISIÇÕES;deve;processo
4.1.11;O processo digital se inicia em 01/10/2024, e todos os processos que tiverem seus contratos assinados a partir dessa data devem ser autuados de forma digital. 4.2 PLANEJAMENTO DA CONTRATAÇÃO 4.2.1 GESTOR 4.2.1.1 PLANO DE AQUISIÇÕES;data completa;data
4.1.11;O processo digital se inicia em 01/10/2024, e todos os processos que tiverem seus contratos assinados a partir dessa data devem ser autuados de forma digital. 4.2 PLANEJAMENTO DA CONTRATAÇÃO 4.2.1 GESTOR 4.2.1.1 PLANO DE AQUISIÇÕES;ano;data
4.2.1.1.4;Todas as necessidades de  contratações e prorrogações cadastradas no Plano de  Aquisições deverão ser previamente  aprovadas  pela  unidade  hierarquicamente  superior,  respeitando -se  o  orçamento  disponibilizado  pela GEORC para cada rubrica orçamentária.;unidade;entidade_coletiva
4.2.1.1.6;As  necessidades  cadastradas  por  cada  área  da  CAIXA  estarão  disponíveis  no  sistema  para  a  própria unidade cadastradora, bem como para suas unidades hierarquicamente superiores.;unidade;entidade_coletiva
4.2.1.2.2.1;As  justificativas  apresentadas  ao  longo  do  estudo  devem  ser  acompanhadas  de  devida  fundamentação, observando critérios de congruência, exatidão, coerência, suficiência e clareza.;deve;processo
4.2.1.2.4;Solicita consultoria à área de gestão formal para orientações sobre planilha de composição de preços, caso necessário.;planilha;documento
4.2.1.2.5;Quando  do  levantamento  de  mercado,  poderá  ser  utilizada  a  ferramenta  de  consulta  pública,  através  do Portal Licitações CAIXA;utiliza;relacionamento
4.2.1.2.5.1;A  publicação  e  gestão  de  Consulta  Pública  é  de  responsabilidade  do  Gestor  Operacional,  realizada  no Portal Licitações CAIXA, sistema SICVE, por empregado autenticado no sistema.;realizar;processo
4.2.1.2.5.2;O acesso a empregados CAIXA ao SICVE, deve ser solicitado na ferramenta de Acesso Lógico, disponível no  endereço  eletrônico  da  intranet  https://novoacessologico.caixa,  por  empregado  com  função  gerencial  de vinculação, com perfil de acesso GESTOROP. Escolha o perfil de sistema “SICVE-INTR_GESTOROP”.;deve;processo
4.2.1.2.5.2;O acesso a empregados CAIXA ao SICVE, deve ser solicitado na ferramenta de Acesso Lógico, disponível no  endereço  eletrônico  da  intranet  https://novoacessologico.caixa,  por  empregado  com  função  gerencial  de vinculação, com perfil de acesso GESTOROP. Escolha o perfil de sistema “SICVE-INTR_GESTOROP”.;funcao;funcao
4.2.1.2.5.4;O  Gestor  Operacional  deve  incluir  a  descrição  do  objeto,  o  objetivo  da  consulta  pública  e  os questionamentos  que  serão  efetuados  ao  mercado,  além  das  informações  dispostas  nos  campos  do  SICVE.  Como anexo deve constar, no mínimo, o documento contendo as inf ormações específicas da pretensão de contratação.;anexo;documento
4.2.1.2.5.4;O  Gestor  Operacional  deve  incluir  a  descrição  do  objeto,  o  objetivo  da  consulta  pública  e  os questionamentos  que  serão  efetuados  ao  mercado,  além  das  informações  dispostas  nos  campos  do  SICVE.  Como anexo deve constar, no mínimo, o documento contendo as inf ormações específicas da pretensão de contratação.;deve;processo
4.2.1.2.6;A documentação produzida durante o levantamento de mercado irá compor o estudo preliminar na forma de anexos, tais como, convocações, consultorias, pareceres, propostas, orçamentos, ofertas, atas de reunião, evidências ou  quaisquer  outros  elementos  comprobatórios  que  atestem  a  veracidade  e  a  transparência  dos  referidos procedimentos.;anexo;documento
4.2.1.2.6;A documentação produzida durante o levantamento de mercado irá compor o estudo preliminar na forma de anexos, tais como, convocações, consultorias, pareceres, propostas, orçamentos, ofertas, atas de reunião, evidências ou  quaisquer  outros  elementos  comprobatórios  que  atestem  a  veracidade  e  a  transparência  dos  referidos procedimentos.;produz;relacionamento
4.2.1.2.6.1;Quando for o caso excepcional de tratativas com fornecedores no âmbito interno da CAIXA, com vistas a avaliações mercadológicas, tais procedimentos devem ocorrer de modo transparente e objetivo, com o devido registro dos  atos  em  documentos  formais,  a  exemplo  de  correspondências,  inclusive  eletrônicas,  convocações,  atas  de reuniões, entre outros expedientes afins que comprovem a veracidade dos fatos. 4.2.1.3 GERENCIAMENTO DE RISCOS;registro;documento
4.2.1.2.6.1;Quando for o caso excepcional de tratativas com fornecedores no âmbito interno da CAIXA, com vistas a avaliações mercadológicas, tais procedimentos devem ocorrer de modo transparente e objetivo, com o devido registro dos  atos  em  documentos  formais,  a  exemplo  de  correspondências,  inclusive  eletrônicas,  convocações,  atas  de reuniões, entre outros expedientes afins que comprovem a veracidade dos fatos. 4.2.1.3 GERENCIAMENTO DE RISCOS;deve;processo
4.2.1.3.2;Independente da apresentação ou não do Mapa de  Gerenciamento de Risco na etapa de planejamento, o gerenciamento de riscos deverá ser realizado durante a gestão do contrato. 4.2.1.4 TERMO DE REFERÊNCIA;termo;documento
4.2.1.3.2;Independente da apresentação ou não do Mapa de  Gerenciamento de Risco na etapa de planejamento, o gerenciamento de riscos deverá ser realizado durante a gestão do contrato. 4.2.1.4 TERMO DE REFERÊNCIA;realizar;processo
4.2.1.4.1;Elabora o Termo de Referência após conclusão dos estudos preliminares, caso determinada a viabilidade da contratação, contendo as informações exigidas no item  [MN, 3.3.6.2].;termo;documento
4.2.1.4.2;Quando  da  contratação  de  serviços  contínuos  de  caráter  acessório,  encaminha  o  Termo  de  Referência  e demais informações exigidas naquele normativo à GETEM para emissão de parecer.;termo;documento
4.2.1.4.2.1;Apenas as prestações de serviço listadas no Anexo  II do [MN, AD244] não necessitam ser submetidas à GETEM.;anexo;documento
